20	100																																																																																																			
	1962	2002	1722	2009	1713	1933	1987	1767	1744	1726	1712	1584	1605	1827	1683	1616	1570	1702	1676	1615	1999	1634	1788	1631	1827	1814	1820	1944	1595	1622	1570	1585	1649	1985	1943	1896	1795	1590	1716	1678	1726	1958	1759	1883	1610	1682	1810	1585	1756	1920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1657	2437	1742	2500	2635	1834	1667	1980	1700	2462	2272	2071	1783	2025	1712	1931	2009	2486	2592	2078	1957	2384	2075	1910	2419	1674	1946	2102	2375	2683	1746	2671	2033	2056	2318	1807	2440	2553	2659	2282	1740	1672	2173	2473	2588	2656	1754	1740	2051	2248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	2126	1793	2522	1610	2109	2363	1487	1840	2365	1154	623	2191	1016	1801	1541	715	1397	876	1840	2554	1532	2515	1324	2167	2010	586	1029	1177	1302	1547	913	958	2006	2662	1868	2571	945	1128	1545	1653	1270	960	1709	1943	876	661	2244	2238	1270	2337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1738	448	1304	1421	846	1850	1120	164	25	548	488	1404	550	823	1294	1035	542	714	1060	672	148	384	1613	1107	264	678	1412	1192	450	1103	726	1022	1412	85	660	902	0	1020	1769	1224	1930	1462	463	1122	1203	1818	253	1447	1041	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1693	498	1161	865	2072	754	1314	458	1226	2095	310	2497	2120	676	1462	2050	1234	2138	1063	2191	2108	890	1425	425	2366	325	2148	2170	536	2710	1400	1148	561	270	1030	1924	2050	2580	1731	498	1706	2434	2735	1284	250	410	940	460	1962	2537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	2592	3349	3127	3308	2920	2850	3075	3469	3319	3346	2697	3428	2930	3142	2538	3253	2741	2596	2543	3149	2735	3152	2631	3406	2634	3355	3256	2529	2913	3019	3245	2502	3339	3415	2786	2547	3138	3297	2659	3065	2625	2568	2510	3381	3058	2821	2860	2785	2908	3345	3020	3177	3008	3112	3332	3270	3276	3226	3188	2561	2557	2974	3365	3301	3460	2680	2644	3289	3326	2858	2922	2642	3302	2916	3248	2707	3438	3036	2756	3436	2873	3108	2515	2614	2525	3010	2878	2974	3131	2540	3000	2677	3013	3101	2634	2542	3471	2767	3225	2923
	767	951	1367	736	855	510	892	1046	608	503	1286	555	1069	1400	1166	1348	1361	713	638	595	1228	1228	484	949	1313	1068	666	616	1210	1218	1046	1375	687	874	1323	926	1170	1391	787	1273	699	890	885	1149	625	623	1240	518	732	846	1169	617	851	552	683	672	1110	672	1201	717	534	1030	565	1090	1268	857	1151	675	1014	596	754	518	503	987	679	1265	1375	520	988	1125	1344	574	547	1222	487	891	1240	1075	1184	1332	493	912	1202	1228	1373	659	1298	1399	1385	1364
	2117	2355	2006	2933	1721	2203	1806	2374	2618	1418	1585	1989	2453	2668	2764	1924	2735	1566	1386	1715	1304	1926	2308	1733	2132	2821	2689	2693	1526	1402	2315	1109	1751	2591	2284	1174	3018	1225	2603	1782	1727	1113	1361	2020	1455	2498	2491	1093	2876	2382	1731	2768	1871	2372	1276	1961	1684	1542	1182	1806	3020	1867	2510	1300	2369	2300	2002	2687	1022	1343	2837	1302	1320	1894	2788	1749	2581	1652	1351	2327	1259	2662	1276	2988	2278	2227	1024	2060	2640	1442	1562	2138	1493	1973	1715	2703	1792	1546	1819	1322
	3531	1283	3700	3885	2397	2100	4456	1016	2705	2058	4452	4094	1043	2277	3180	2081	2987	3319	1606	4749	3982	2455	4020	1155	3581	1996	2019	4371	3388	2254	2736	1367	2933	4788	4140	3083	1024	1194	4051	3889	2154	4522	1221	2119	1830	1950	1502	1148	3488	4074	2694	2856	3893	2435	4186	1807	2004	3581	3758	2964	4082	3666	3396	2212	4074	3758	2123	2054	4699	2844	1595	4676	1441	3022	3932	4244	4807	3754	2933	1221	1984	4202	2424	4645	1070	3511	2628	1838	1579	1498	3531	1876	1148	4232	2520	1148	3141	1815	1475	1637
	621	1822	207	1153	3757	2534	1558	2455	2732	3009	2587	1610	71	3326	352	1448	1923	2327	1272	3269	0	5	1250	3608	3902	159	0	2121	1883	1171	1637	410	3775	348	3885	3902	3181	1307	0	2174	3524	2433	1848	1773	1637	0	3660	3753	3185	0	0	2486	2781	792	295	3810	2596	3379	3634	3203	1668	194	2653	1536	3225	0	3564	616	0	2244	1879	801	1289	383	3357	3788	2046	2196	665	959	0	2015	14	1135	607	344	1602	1571	2077	533	3616	2886	3374	704	871	1069	590	3260	0	1109
